"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"CEM00043441","7.467","80.367","116.0","2019-05-10","0.00","89","94","78"
"CEM00043441","7.467","80.367","116.0","2019-05-12","0.00","87","95","78"
"CEM00043441","7.467","80.367","116.0","2019-05-13","0.00","88",,"78"
"CEM00043441","7.467","80.367","116.0","2019-05-15","0.00","87",,"79"
"CEM00043441","7.467","80.367","116.0","2019-05-16","0.00","87",,"79"
"CEM00043441","7.467","80.367","116.0","2019-05-17","0.00","90","95","78"
"CEM00043441","7.467","80.367","116.0","2019-05-18","0.00","90","95","79"
"CEM00043441","7.467","80.367","116.0","2019-05-19","0.00","88","96","76"
"CEM00043441","7.467","80.367","116.0","2019-05-20","0.00","87",,"77"
"CEM00043441","7.467","80.367","116.0","2019-05-21","0.00","87","96","77"
"CEM00043441","7.467","80.367","116.0","2019-05-23","0.00","87","97","75"
"CEM00043441","7.467","80.367","116.0","2019-05-26","0.00","87",,"76"
"CEM00043441","7.467","80.367","116.0","2019-05-27","0.00","88","97","78"
"CEM00043441","7.467","80.367","116.0","2019-05-28","0.00","89","96","79"
"CEM00043441","7.467","80.367","116.0","2019-05-29","0.01","88","96","80"
"CEM00043441","7.467","80.367","116.0","2019-05-30","0.00","87",,"79"
"CEM00043441","7.467","80.367","116.0","2019-06-02","0.00","87",,"79"
"CEM00043441","7.467","80.367","116.0","2019-06-03","0.00","85","94","80"
"CEM00043441","7.467","80.367","116.0","2019-06-04","0.62","80","89",
"CEM00043441","7.467","80.367","116.0","2019-06-05","1.53","86","92","77"
"CEM00043441","7.467","80.367","116.0","2019-06-06","0.00","84","91","78"
"CEM00043441","7.467","80.367","116.0","2019-06-07","0.04","84","90","77"
"CEM00043441","7.467","80.367","116.0","2019-06-08","0.13","88","92","76"
"CEM00043441","7.467","80.367","116.0","2019-06-09","0.00","83",,
"CEM00043441","7.467","80.367","116.0","2019-06-10","2.16","79",,"73"
"CEM00043441","7.467","80.367","116.0","2019-06-11","0.03","83","89","74"
"CEM00043441","7.467","80.367","116.0","2019-06-12","0.39","82","86","74"
"CEM00043441","7.467","80.367","116.0","2019-06-15","0.11","88","92","76"
"CEM00043441","7.467","80.367","116.0","2019-06-16","0.00","83","93","79"
"CEM00043441","7.467","80.367","116.0","2019-06-17","0.00","85","90","79"
"CEM00043441","7.467","80.367","116.0","2019-06-23","0.00","85","92","77"
"CEM00043441","7.467","80.367","116.0","2019-06-24","0.00","86","91","79"
"CEM00043441","7.467","80.367","116.0","2019-06-27","0.00","85","93","77"
"CEM00043441","7.467","80.367","116.0","2019-06-30","0.00","84",,"78"
"CEM00043441","7.467","80.367","116.0","2019-07-01","0.00","85","92","78"
"CEM00043441","7.467","80.367","116.0","2019-07-02","0.00","84","91",
"CEM00043441","7.467","80.367","116.0","2019-07-03","0.07","86","92","78"
"CEM00043441","7.467","80.367","116.0","2019-07-04","0.00","86",,"77"
"CEM00043441","7.467","80.367","116.0","2019-07-06","0.00","88","91","77"
"CEM00043441","7.467","80.367","116.0","2019-07-07","0.00","87","94","77"
"CEM00043441","7.467","80.367","116.0","2019-07-08","0.00","88","94","76"
"CEM00043441","7.467","80.367","116.0","2019-07-09","0.00","82","92",
"CEM00043441","7.467","80.367","116.0","2019-07-11","1.02","83","92",
"CEM00043441","7.467","80.367","116.0","2019-07-14","0.00","84",,"74"
"CEM00043441","7.467","80.367","116.0","2019-07-15","0.08","82","88","75"
"CEM00043441","7.467","80.367","116.0","2019-07-16","0.20","85","91","76"
"CEM00043441","7.467","80.367","116.0","2019-07-17","0.00","82","88","78"
"CEM00043441","7.467","80.367","116.0","2019-07-18","0.20","80","85","76"
"CEM00043441","7.467","80.367","116.0","2019-07-19","0.23","83","86","74"
"CEM00043441","7.467","80.367","116.0","2019-07-21","0.01","83","89","78"
"CEM00043441","7.467","80.367","116.0","2019-07-22","0.01","83","88","77"
"CEM00043441","7.467","80.367","116.0","2019-07-23","0.00","83",,"77"
"CEM00043441","7.467","80.367","116.0","2019-07-24","0.00","85",,"77"
"CEM00043441","7.467","80.367","116.0","2019-07-25","0.13","82","88","76"
"CEM00043441","7.467","80.367","116.0","2019-07-27","0.03","85","89","74"
"CEM00043441","7.467","80.367","116.0","2019-07-28","0.00","84","89","76"
"CEM00043441","7.467","80.367","116.0","2019-07-29","0.00","83","90","75"
"CEM00043441","7.467","80.367","116.0","2019-07-30","0.00","85","92","76"
"CEM00043441","7.467","80.367","116.0","2019-07-31","0.00","85",,"77"
"CEM00043441","7.467","80.367","116.0","2019-08-01","0.00","85","91","77"
"CEM00043441","7.467","80.367","116.0","2019-08-02","0.00","87","91","78"
"CEM00043441","7.467","80.367","116.0","2019-08-05","0.00","84",,"78"
"CEM00043441","7.467","80.367","116.0","2019-08-06","0.19","86","91","77"
"CEM00043441","7.467","80.367","116.0","2019-08-07","0.00","83",,"78"
"CEM00043441","7.467","80.367","116.0","2019-08-08","0.98","81","87","73"
"CEM00043441","7.467","80.367","116.0","2019-08-09","0.12","82","87","75"
"CEM00043441","7.467","80.367","116.0","2019-08-10","0.55","80","82","76"
"CEM00043441","7.467","80.367","116.0","2019-08-11","0.00","83",,"76"
"CEM00043441","7.467","80.367","116.0","2019-08-12","0.00","83","87","78"
"CEM00043441","7.467","80.367","116.0","2019-08-13","0.00","80","84","77"
"CEM00043441","7.467","80.367","116.0","2019-08-14","0.33","82","87","75"
"CEM00043441","7.467","80.367","116.0","2019-08-15","0.00","83",,"77"
"CEM00043441","7.467","80.367","116.0","2019-08-16","0.00","86","90","78"
"CEM00043441","7.467","80.367","116.0","2019-08-18","0.00","82",,"75"
"CEM00043441","7.467","80.367","116.0","2019-08-19","0.00","82",,"76"
"CEM00043441","7.467","80.367","116.0","2019-08-20","0.02","83","90","76"
"CEM00043441","7.467","80.367","116.0","2019-08-21","0.17","82",,"76"
"CEM00043441","7.467","80.367","116.0","2019-08-22","0.42","78",,"75"
"CEM00043441","7.467","80.367","116.0","2019-08-23","0.67","81","84","72"
"CEM00043441","7.467","80.367","116.0","2019-08-24","0.28","85","89","74"
"CEM00043441","7.467","80.367","116.0","2019-08-25","0.02","83","89","74"
"CEM00043441","7.467","80.367","116.0","2019-08-26","0.18","80","84","73"
"CEM00043441","7.467","80.367","116.0","2019-08-27","0.57","81","87","73"
"CEM00043441","7.467","80.367","116.0","2019-08-28","0.08","83","89","75"
"CEM00043441","7.467","80.367","116.0","2019-08-29","0.00","84","89","76"
"CEM00043441","7.467","80.367","116.0","2019-09-01","0.28","81","89","76"
"CEM00043441","7.467","80.367","116.0","2019-09-02","0.14","83","90","75"
"CEM00043441","7.467","80.367","116.0","2019-09-03","0.02","84","90","76"
"CEM00043441","7.467","80.367","116.0","2019-09-04","0.00","83",,"76"
"CEM00043441","7.467","80.367","116.0","2019-09-05","0.23","80","88","77"
"CEM00043441","7.467","80.367","116.0","2019-09-06","0.98","83","87","76"
"CEM00043441","7.467","80.367","116.0","2019-09-07","0.06","87","91","76"
"CEM00043441","7.467","80.367","116.0","2019-09-08","0.00","84","92",
"CEM00043441","7.467","80.367","116.0","2019-09-09","0.00","85","91","78"
"CEM00043441","7.467","80.367","116.0","2019-09-10","0.00","85","91","78"
"CEM00043441","7.467","80.367","116.0","2019-09-11","0.00","81","88",
"CEM00043441","7.467","80.367","116.0","2019-09-12","0.48","79","85","73"
"CEM00043441","7.467","80.367","116.0","2019-09-13","0.00","86","91","74"
"CEM00043441","7.467","80.367","116.0","2019-09-14","0.00","84","91","74"
"CEM00043441","7.467","80.367","116.0","2019-09-15","0.39","79",,"75"
"CEM00043441","7.467","80.367","116.0","2019-09-16","0.95","78","85","74"
"CEM00043441","7.467","80.367","116.0","2019-09-17","0.47","83",,"76"
"CEM00043441","7.467","80.367","116.0","2019-09-18","0.39","82","89","75"
"CEM00043441","7.467","80.367","116.0","2019-09-19","0.13","81",,"75"
"CEM00043441","7.467","80.367","116.0","2019-09-20","0.11","84","88","75"
"CEM00043441","7.467","80.367","116.0","2019-09-22","0.00","81","91","74"
"CEM00043441","7.467","80.367","116.0","2019-09-23","0.05","79","88",
"CEM00043441","7.467","80.367","116.0","2019-09-24","0.98","78","85","73"
"CEM00043441","7.467","80.367","116.0","2019-09-26",,"82",,"71"
"CEM00043441","7.467","80.367","116.0","2019-09-28","0.00","84","90","73"
"CEM00043441","7.467","80.367","116.0","2019-09-29","0.02","81","89","73"
"CEM00043441","7.467","80.367","116.0","2019-09-30","0.00","81","91","74"
"CEM00043441","7.467","80.367","116.0","2019-10-01","0.05","79","91","72"
"CEM00043441","7.467","80.367","116.0","2019-10-03","0.00","80","92","74"
"CEM00043441","7.467","80.367","116.0","2019-10-06","2.97","79","87","72"
"CEM00043441","7.467","80.367","116.0","2019-10-07","0.52","80",,"71"
"CEM00043441","7.467","80.367","116.0","2019-10-08","0.28","81",,"73"
"CEM00043441","7.467","80.367","116.0","2019-10-09","0.50","81","91","72"
"CEM00043441","7.467","80.367","116.0","2019-10-10","0.38","81","91","73"
"CEM00043441","7.467","80.367","116.0","2019-10-12","0.04","84","91","71"
"CEM00043441","7.467","80.367","116.0","2019-10-13","0.08","80","90","73"
"CEM00043441","7.467","80.367","116.0","2019-10-14","3.13","84","93","72"
"CEM00043441","7.467","80.367","116.0","2019-10-15","0.00","81",,"74"
"CEM00043441","7.467","80.367","116.0","2019-10-16","1.48","78","86","73"
"CEM00043441","7.467","80.367","116.0","2019-10-17","0.45","80","91","72"
"CEM00043441","7.467","80.367","116.0","2019-10-18","0.24","84","90","73"
"CEM00043441","7.467","80.367","116.0","2019-10-19","0.01","81","89","72"
"CEM00043441","7.467","80.367","116.0","2019-10-20","1.43","80","88","73"
"CEM00043441","7.467","80.367","116.0","2019-10-21","1.10","78",,"73"
"CEM00043441","7.467","80.367","116.0","2019-10-22","1.67","79","85","73"
"CEM00043441","7.467","80.367","116.0","2019-10-23","0.11","80","88","73"
"CEM00043441","7.467","80.367","116.0","2019-10-24","0.83","76","81","74"
"CEM00043441","7.467","80.367","116.0","2019-10-25","0.69","84","89","72"
"CEM00043441","7.467","80.367","116.0","2019-10-26","0.04","81","86","73"
"CEM00043441","7.467","80.367","116.0","2019-10-27","0.03","78","81","72"
"CEM00043441","7.467","80.367","116.0","2019-10-28","0.95","77","81","72"
"CEM00043441","7.467","80.367","116.0","2019-10-29","0.38","80","86","73"
"CEM00043441","7.467","80.367","116.0","2019-10-30","0.00","80","85","74"
"CEM00043441","7.467","80.367","116.0","2019-10-31","0.03","81","87","74"
"CEM00043441","7.467","80.367","116.0","2019-11-01","0.01","87","92","71"
"CEM00043441","7.467","80.367","116.0","2019-11-02","0.00","85","91","75"
"CEM00043441","7.467","80.367","116.0","2019-11-03","0.01","80","88","73"
"CEM00043441","7.467","80.367","116.0","2019-11-04","0.03","81","91","72"
"CEM00043441","7.467","80.367","116.0","2019-11-05","0.01","83","90","72"
"CEM00043441","7.467","80.367","116.0","2019-11-06","0.00","83","91","75"
"CEM00043441","7.467","80.367","116.0","2019-11-07","0.00","85","92","74"
"CEM00043441","7.467","80.367","116.0","2019-11-08","0.00","87","91","76"
"CEM00043441","7.467","80.367","116.0","2019-11-09","0.00","85","90","74"
"CEM00043441","7.467","80.367","116.0","2019-11-10","0.00","82","91","73"
"CEM00043441","7.467","80.367","116.0","2019-11-11","0.24","83","91","74"
"CEM00043441","7.467","80.367","116.0","2019-11-12","1.31","83","91","73"
"CEM00043441","7.467","80.367","116.0","2019-11-13","0.00","83","92","73"
"CEM00043441","7.467","80.367","116.0","2019-11-14","0.00","83","91","72"
"CEM00043441","7.467","80.367","116.0","2019-11-15","0.00","86","92","75"
"CEM00043441","7.467","80.367","116.0","2019-11-16","1.07","81","89","74"
"CEM00043441","7.467","80.367","116.0","2019-11-17","1.73","83","91","70"
"CEM00043441","7.467","80.367","116.0","2019-11-18","0.00","83","92","72"
"CEM00043441","7.467","80.367","116.0","2019-11-19","0.00","82","90","73"
"CEM00043441","7.467","80.367","116.0","2019-11-20","0.22","83","91","74"
"CEM00043441","7.467","80.367","116.0","2019-11-21","0.00","84","92","70"
"CEM00043441","7.467","80.367","116.0","2019-11-22","0.00","84","88","75"
"CEM00043441","7.467","80.367","116.0","2019-11-23","0.00","85","92","73"
"CEM00043441","7.467","80.367","116.0","2019-11-24","0.00","81","85","76"
"CEM00043441","7.467","80.367","116.0","2019-11-25","0.00","81","88","75"
"CEM00043441","7.467","80.367","116.0","2019-11-26","0.32","82","91","73"
"CEM00043441","7.467","80.367","116.0","2019-11-27","0.04","83","91","71"
"CEM00043441","7.467","80.367","116.0","2019-11-28","0.00","81",,"76"
"CEM00043441","7.467","80.367","116.0","2019-11-29","0.06","85","90","74"
"CEM00043441","7.467","80.367","116.0","2019-11-30","0.21","80","88","75"
"CEM00043441","7.467","80.367","116.0","2019-12-01","7.43","81","88","73"
"CEM00043441","7.467","80.367","116.0","2019-12-02","0.19","80","86","73"
"CEM00043441","7.467","80.367","116.0","2019-12-03","0.40","80","88","74"
"CEM00043441","7.467","80.367","116.0","2019-12-04","0.19","78","81","75"
"CEM00043441","7.467","80.367","116.0","2019-12-05","0.85","78","86","73"
"CEM00043441","7.467","80.367","116.0","2019-12-09","0.00","78",,"72"
"CEM00043441","7.467","80.367","116.0","2019-12-10","0.00","82","85","72"
"CEM00043441","7.467","80.367","116.0","2019-12-11","0.12","78","82","73"
"CEM00043441","7.467","80.367","116.0","2019-12-14","0.00","86","91","72"
"CEM00043441","7.467","80.367","116.0","2019-12-15","0.00","82","91","72"
"CEM00043441","7.467","80.367","116.0","2019-12-16","0.00","81","90","70"
"CEM00043441","7.467","80.367","116.0","2019-12-17","0.00","79","84","72"
"CEM00043441","7.467","80.367","116.0","2019-12-18","0.35","79","83","74"
"CEM00043441","7.467","80.367","116.0","2019-12-19","0.33","79","84","74"
"CEM00043441","7.467","80.367","116.0","2019-12-20","1.86","72","78",
"CEM00043441","7.467","80.367","116.0","2019-12-21","0.91","84","91","72"
"CEM00043441","7.467","80.367","116.0","2019-12-22","0.00","79","84","73"
"CEM00043441","7.467","80.367","116.0","2019-12-23","0.00","82","89","74"
"CEM00043441","7.467","80.367","116.0","2019-12-24","0.00","83","92","73"
"CEM00043441","7.467","80.367","116.0","2019-12-25","0.00","81","90","72"
"CEM00043441","7.467","80.367","116.0","2019-12-26","0.00","82",,"73"
"CEM00043441","7.467","80.367","116.0","2019-12-27","0.00","85","90","71"
"CEM00043441","7.467","80.367","116.0","2019-12-28","0.00","85","91","70"
"CEM00043441","7.467","80.367","116.0","2019-12-29","0.00","82","90","72"
"CEM00043441","7.467","80.367","116.0","2019-12-30","0.00","82","90","70"
"CEM00043441","7.467","80.367","116.0","2019-12-31","0.00","83","90","72"
"CEM00043441","7.467","80.367","116.0","2020-01-01","0.00","83","91","73"
"CEM00043441","7.467","80.367","116.0","2020-01-02","0.00","82","90","73"
"CEM00043441","7.467","80.367","116.0","2020-01-03","0.00","88","93","73"
"CEM00043441","7.467","80.367","116.0","2020-01-04","0.00","88","93","73"
"CEM00043441","7.467","80.367","116.0","2020-01-05","0.00","85","94","72"
"CEM00043441","7.467","80.367","116.0","2020-01-06","0.00","84","94","71"
"CEM00043441","7.467","80.367","116.0","2020-01-07","0.00","84","93","72"
"CEM00043441","7.467","80.367","116.0","2020-01-08","0.00","83","90","75"
"CEM00043441","7.467","80.367","116.0","2020-01-09","0.00","83","92","71"
"CEM00043441","7.467","80.367","116.0","2020-01-10","0.00","85","91","69"
"CEM00043441","7.467","80.367","116.0","2020-01-11","0.00","86","91","71"
"CEM00043441","7.467","80.367","116.0","2020-01-12","0.00","84","90",
"CEM00043441","7.467","80.367","116.0","2020-01-13","0.00","82","90","72"
"CEM00043441","7.467","80.367","116.0","2020-01-14","0.00","81","90","69"
"CEM00043441","7.467","80.367","116.0","2020-01-15","0.00","81","90","68"
"CEM00043441","7.467","80.367","116.0","2020-01-16","0.00","83","92","68"
"CEM00043441","7.467","80.367","116.0","2020-01-17","0.00","84","90","72"
"CEM00043441","7.467","80.367","116.0","2020-01-18","0.02","86","94","72"
"CEM00043441","7.467","80.367","116.0","2020-01-19","0.00","84","96","72"
"CEM00043441","7.467","80.367","116.0","2020-01-20","0.06","84","94","74"
"CEM00043441","7.467","80.367","116.0","2020-01-21","0.00","84","93","76"
"CEM00043441","7.467","80.367","116.0","2020-01-22","0.65","80","86",
"CEM00043441","7.467","80.367","116.0","2020-01-23","0.15","83","90","74"
"CEM00043441","7.467","80.367","116.0","2020-01-24","0.00","88","93","72"
"CEM00043441","7.467","80.367","116.0","2020-01-25","0.00","86","92","72"
"CEM00043441","7.467","80.367","116.0","2020-01-26","0.00","83",,"73"
"CEM00043441","7.467","80.367","116.0","2020-01-27","0.00","83",,"72"
"CEM00043441","7.467","80.367","116.0","2020-01-28","0.00","82","92","69"
"CEM00043441","7.467","80.367","116.0","2020-01-29","0.00","83","92","69"
"CEM00043441","7.467","80.367","116.0","2020-01-30","0.00","82","93","68"
"CEM00043441","7.467","80.367","116.0","2020-01-31","0.00","87","93","70"
"CEM00043441","7.467","80.367","116.0","2020-02-01","0.00","82","92","67"
"CEM00043441","7.467","80.367","116.0","2020-02-02","0.00","82","94","69"
"CEM00043441","7.467","80.367","116.0","2020-02-03","0.00","82","94","71"
"CEM00043441","7.467","80.367","116.0","2020-02-04","0.00","83","91","72"
"CEM00043441","7.467","80.367","116.0","2020-02-05","0.00","83","95","71"
"CEM00043441","7.467","80.367","116.0","2020-02-06","0.00","82","93","71"
"CEM00043441","7.467","80.367","116.0","2020-02-07","0.00","81","93","70"
"CEM00043441","7.467","80.367","116.0","2020-02-08","0.00","82","96","69"
"CEM00043441","7.467","80.367","116.0","2020-02-09","0.00","82","96","69"
"CEM00043441","7.467","80.367","116.0","2020-02-10","0.00","81","93","69"
"CEM00043441","7.467","80.367","116.0","2020-02-11","0.00","84","94","71"
"CEM00043441","7.467","80.367","116.0","2020-02-12","0.00","83","92","78"
"CEM00043441","7.467","80.367","116.0","2020-02-13","0.00","83","91","78"
"CEM00043441","7.467","80.367","116.0","2020-02-14","0.00","84","94","75"
"CEM00043441","7.467","80.367","116.0","2020-02-15","0.00","86","98","74"
"CEM00043441","7.467","80.367","116.0","2020-02-16","0.00","85","99","75"
"CEM00043441","7.467","80.367","116.0","2020-02-17","0.00","83","96","73"
"CEM00043441","7.467","80.367","116.0","2020-02-18","0.00","82","93","71"
"CEM00043441","7.467","80.367","116.0","2020-02-19","0.00","82","94","72"
"CEM00043441","7.467","80.367","116.0","2020-02-20","0.00","85","96","73"
"CEM00043441","7.467","80.367","116.0","2020-02-21","0.00","84",,"78"
"CEM00043441","7.467","80.367","116.0","2020-02-22","0.02","83","90","76"
"CEM00043441","7.467","80.367","116.0","2020-02-23","0.00","84","94","77"
"CEM00043441","7.467","80.367","116.0","2020-02-24","0.00","84","96","74"
"CEM00043441","7.467","80.367","116.0","2020-02-25","0.00","86","96","74"
"CEM00043441","7.467","80.367","116.0","2020-02-26","0.00","85","98","74"
"CEM00043441","7.467","80.367","116.0","2020-02-27","0.00","85","96","72"
"CEM00043441","7.467","80.367","116.0","2020-02-28","0.00","82","93","69"
"CEM00043441","7.467","80.367","116.0","2020-02-29","0.00","83",,"71"
"CEM00043441","7.467","80.367","116.0","2020-03-01","0.00","86","97","73"
"CEM00043441","7.467","80.367","116.0","2020-03-02","0.00","85","99","74"
"CEM00043441","7.467","80.367","116.0","2020-03-03","0.00","84",,"73"
"CEM00043441","7.467","80.367","116.0","2020-03-04","0.00","84","99","72"
"CEM00043441","7.467","80.367","116.0","2020-03-05","0.00","85",,"74"
